,id,link,created_at,tweet_type,user.screen_name,user.id,user.friends,user.followers,user.verified,user.account_created_at,user.location,media.media_type,media.media_urls,geolocation,hrisk_img,relevant,forecast,trop-out,cone,arrival,prob,surge,key-msg,ww,threat-impact,conv-out,meso-disc,rain-fore,rain-out,riv-flood,spag,text-img,model,evac,other-fore,other-non-fore,video,ww_exp,ww_cone,ww_md,official,unofficial,spanish,image_count,text,user.name
179,900485017893298176,http://twitter.com/NWS/statuses/900485017893298176,2017-08-23 22:28:53+00:00,original_tweet,nws,454313925,285,2340223,True,2012-01-03T21:24:25.000Z,United States,photo,['http://pbs.twimg.com/media/DH8pREUUAAABDz3.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2,"Latest forecast for Harvey from the @NHC_Atlantic - the time to prepare for wind, surge &amp; dangerous flooding is now… https://t.co/26AS8R9JZ3",NWS
180,900486951148584960,http://twitter.com/NWSWPC/statuses/900486951148584960,2017-08-23 22:36:34+00:00,original_tweet,nwswpc,1446255144,192,39106,True,2013-05-21T12:59:14.000Z,"College Park, MD",photo,['http://pbs.twimg.com/media/DH8reYnXoAAmzfC.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1,"Tropical depression #Harvey is forecast to intensify and make landfall in Texas, bringing plenty of #rain later thi… https://t.co/JF9WSU6i5K",NWS WPC
181,900487242715725824,http://twitter.com/Jdharden/statuses/900487242715725824,2017-08-23 22:37:43+00:00,original_tweet,jdharden,27323880,1507,2711,True,2009-03-28T22:32:53.000Z,"Houston, TX",animated_gif,['https://video.twimg.com/tweet_video/DH8sGPKXsAAJuUj.mp4'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,1,.@GovAbbott declares a state of disaster for 30 Texas counties: Harvey could become hurricane by Friday… https://t.co/LlukMr32Sb,John D. Harden
182,900490713405771781,http://twitter.com/HoustonChron/statuses/900490713405771781,2017-08-23 22:51:31+00:00,original_tweet,houstonchron,8940342,456,522459,True,2007-09-17T22:42:49.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DH8vdZAUQAAEHhh.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2,Keeping an eye on #TDHarvey? Here are some useful links. https://t.co/mXx1aX0iTY And our Hurricane Guide.… https://t.co/fFfkDsSmbg,Houston Chronicle
183,900498301476368385,http://twitter.com/NWSHouston/statuses/900498301476368385,2017-08-23 23:21:40+00:00,original_tweet,nwshouston,600958397,349,24994,True,2012-06-06T13:13:19.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DH82bkiW0AA7_wL.jpg'],,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,4,Tropical Depression Harvey impacts for Southeast Texas. Friday through Sunday very heavy rainfall expected. Stay tu… https://t.co/MrKTxlQXPO,NWS Houston
184,900513024460677120,http://twitter.com/NWSBrownsville/statuses/900513024460677120,2017-08-24 00:20:10+00:00,original_tweet,nwsbrownsville,590190799,1179,8088,True,2012-05-25T17:57:42.000Z,"Brownsville, Texas",photo,"['http://pbs.twimg.com/media/DH9Dxs1UIAAPl35.jpg', 'http://pbs.twimg.com/media/DH9DyebVoAEt38n.jpg']",,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,Here is the latest information and local hazards on TD Harvey. Continue to keep up with the latest forecasts.… https://t.co/qCEMbB5iIW,NWS Brownsville
185,900529208702709764,http://twitter.com/NWSFortWorth/statuses/900529208702709764,2017-08-24 01:24:29+00:00,original_tweet,nwsfortworth,589123768,176,83656,True,2012-05-24T13:29:17.000Z,"Fort Worth, Texas",photo,"['http://pbs.twimg.com/media/DH9SVfRV0AAKHT3.jpg', 'http://pbs.twimg.com/media/DH9SWZ3U0AAe4Cl.jpg']",,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,2,"Forecast for Thursday and thoughts on TD Harvey. Rain chances continue, which goes along with the wet Summer theme.… https://t.co/U4laXirqSm",NWS Fort Worth
186,900534459086274560,http://twitter.com/TxStormChasers/statuses/900534459086274560,2017-08-24 01:45:20+00:00,original_tweet,txstormchasers,27557391,101267,210736,True,2009-03-30T01:49:47.000Z,"Cedar Hill, TX",photo,['http://pbs.twimg.com/media/DH9XLJsV0AAiYDx.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,1,"Harvey has a closed low and slowly falling pressure, but winds are anemic this evening. Likely to increase on Thurs… https://t.co/8Si1O06zYA",Texas Storm Chasers
187,900551197953843202,http://twitter.com/BillBishopKHOU/statuses/900551197953843202,2017-08-24 02:51:51+00:00,original_tweet,billbishopkhou,19720364,1772,8005,True,2009-01-29T17:02:41.000Z,,photo,['http://pbs.twimg.com/media/DH9miYFUQAECCC5.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,1,"10 PM WED UPDATE ON HARVEY.  It's not a tropical storm yet, but it still may become a hurricane. Here are the detai… https://t.co/jGUVHVlCSE",The Bishop
188,900553445316460545,http://twitter.com/cityofcc/statuses/900553445316460545,2017-08-24 03:00:47+00:00,original_tweet,cityofcc,32135940,193,9558,True,2009-04-16T20:15:21.000Z,"Corpus Christi, TX",photo,['http://pbs.twimg.com/media/DH9olcUVYAAI2u0.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2,"At 10 pm update, #Harvey is still a depression but NWS now predicts strengthening to a hurricane. #BePrepared… https://t.co/6vDlC4BGCB",CityOfCorpusChristi
189,900553535254929409,http://twitter.com/BillBishopKHOU/statuses/900553535254929409,2017-08-24 03:01:08+00:00,original_tweet,billbishopkhou,19720364,1772,8005,True,2009-01-29T17:02:41.000Z,,photo,['http://pbs.twimg.com/media/DH9oqclVYAET3gJ.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1,Take a good look at the possible Texas rainfall totals for Harvey.  Check the scale for red on the right. #khou… https://t.co/bkE2oedJNB,The Bishop
190,900554633868959745,http://twitter.com/StuOstro/statuses/900554633868959745,2017-08-24 03:05:30+00:00,original_tweet,stuostro,148435933,1173,167958,True,2010-05-26T17:57:38.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DH9gVfpUIAAuVbR.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,2,"A few summary points about #Harvey, as while there's uncertainty in details that are still evolving, the meteorolog… https://t.co/0stB8GChXp",Stu Ostro
191,900556356092088320,http://twitter.com/NWSBrownsville/statuses/900556356092088320,2017-08-24 03:12:21+00:00,original_tweet,nwsbrownsville,590190799,1179,8094,True,2012-05-25T17:57:42.000Z,"Brownsville, Texas",photo,['http://pbs.twimg.com/media/DH9rNxXXkAQ7Zkf.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2,Here is the latest position coordinates and track forecast cone regarding Tropical Depression Harvey. #rgvwx #rgv… https://t.co/H7FsDmNzOV,NWS Brownsville
192,900559526214082561,http://twitter.com/weatherchannel/statuses/900559526214082561,2017-08-24 03:24:57+00:00,original_tweet,weatherchannel,20998647,6332,2925587,True,2009-02-16T16:21:12.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DH9uHZFVoAAUuz8.jpg'],,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1,#Harvey is expected to strengthen to a #hurricane before landfall in Texas late Friday with very dangerous flooding… https://t.co/3UG44wQRPH,The Weather Channel
193,900564264678825986,http://twitter.com/NWSSanAntonio/statuses/900564264678825986,2017-08-24 03:43:47+00:00,original_tweet,nwssanantonio,594749537,185,23030,True,2012-05-30T17:13:01.000Z,"New Braunfels, Texas",photo,['http://pbs.twimg.com/media/DH9yI81WAAA2Yx2.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1,Heavy rain leading to life threatening flash-flooding is a growing concern with a slightly more west and slower tra… https://t.co/2akUqNvITh,NWS San Antonio
194,900570938428796928,http://twitter.com/NWSBrownsville/statuses/900570938428796928,2017-08-24 04:10:18+00:00,original_tweet,nwsbrownsville,590190799,1179,8099,True,2012-05-25T17:57:42.000Z,"Brownsville, Texas",photo,['http://pbs.twimg.com/media/DH94ef3XYAA4ltz.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2,Air force reserve hurricane hunter aircraft finds that Harvey has strengthened into a Tropical Storm. #rgvwx #rgv… https://t.co/5aOWvIbFrT,NWS Brownsville
195,900573318616670208,http://twitter.com/breakingweather/statuses/900573318616670208,2017-08-24 04:19:45+00:00,original_tweet,breakingweather,19071682,2013,846949,True,2009-01-16T15:43:35.000Z,"State College, PA",animated_gif,['https://video.twimg.com/tweet_video/DH96qGNXgAYjY-v.mp4'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,1,The Gulf Coast braces for Tropical Storm #Harvey's impacts through the weekend with flooding rain and rough surf:… https://t.co/WOmLO7PitW,AccuWeather
196,900577497556951040,http://twitter.com/TxStormChasers/statuses/900577497556951040,2017-08-24 04:36:21+00:00,original_tweet,txstormchasers,27557391,101269,210803,True,2009-03-30T01:49:47.000Z,"Cedar Hill, TX",photo,['http://pbs.twimg.com/media/DH9-S9-UwAAar3R.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,1,Wondering why we're so worried about flooding from Harvey this weekend and the first half of next week? Here's the… https://t.co/NM18GYCxVz,Texas Storm Chasers
197,900578491883806720,http://twitter.com/NWSCorpus/statuses/900578491883806720,2017-08-24 04:40:19+00:00,original_tweet,nwscorpus,589561485,78,13290,True,2012-05-24T22:38:07.000Z,"Corpus Christi, Texas",photo,['http://pbs.twimg.com/media/DH9_TVAUMAIeMhH.jpg'],,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1,Harvey has now been upgraded to a Tropical Storm.  No other changes have been made to the forecast and watches at t… https://t.co/tZMtTmb9Ot,NWS Corpus Christi
198,900578740132085760,http://twitter.com/KHOU/statuses/900578740132085760,2017-08-24 04:41:18+00:00,original_tweet,khou,15791186,999,603193,True,2008-08-09T18:33:49.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DH9_lzoUMAEXrsQ.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2,WEATHER ALERT: Harvey develops into a Tropical Storm with maximum winds at an estimated 40 mph… https://t.co/GOQZg95j2A,KHOU 11 News Houston
199,900579144475529216,http://twitter.com/NWSHouston/statuses/900579144475529216,2017-08-24 04:42:54+00:00,original_tweet,nwshouston,600958397,349,25187,True,2012-06-06T13:13:19.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DH9_9TAUMAAS_TV.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,2,Harvey upgraded to a Tropical Storm. Hurricane hunter aircraft found winds to support the transition from depressio… https://t.co/M4xKw1OdRq,NWS Houston
200,900584693095178240,http://twitter.com/ReedTimmerAccu/statuses/900584693095178240,2017-08-24 05:04:57+00:00,original_tweet,reedtimmeraccu,22035690,23584,303968,False,2009-02-26T17:32:59.000Z,"State College, PA",photo,"['http://pbs.twimg.com/media/DH-E_0cUAAA3w7r.jpg', 'http://pbs.twimg.com/media/DH-E_0ZV0AAjhoP.jpg']",,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,3,TROPICAL STORM HARVEY has formed based on aircraft recon w/ max sustained winds at 40 mph. NHC forecasts minimal hu… https://t.co/tpnCpQ043M,Reed Timmer
201,900598329389789185,http://twitter.com/cityofcc/statuses/900598329389789185,2017-08-24 05:59:08+00:00,original_tweet,cityofcc,32135940,193,9579,True,2009-04-16T20:15:21.000Z,"Corpus Christi, TX",photo,['http://pbs.twimg.com/media/DH-RaAgUAAEcA8r.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2,"As of 1 am, here's the latest forecast track on Tropical Storm Harvey from the NWS. The storm has strengthened slig… https://t.co/TalNd0VLQw",CityOfCorpusChristi
202,900598730302390272,http://twitter.com/NWSSPC/statuses/900598730302390272,2017-08-24 06:00:44+00:00,original_tweet,nwsspc,586909317,150,136832,True,2012-05-21T19:57:25.000Z,"Norman, OK, USA",photo,['http://pbs.twimg.com/media/DH-RxasXkAM5u7v.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1,12:51am CDT #SPC Day2 Outlook Marginal Risk: friday night across parts of lower/... https://t.co/rEAejNHwPA https://t.co/jt1i3hGIjC,NWS SPC
203,900603975787048960,http://twitter.com/NWSCorpus/statuses/900603975787048960,2017-08-24 06:21:34+00:00,original_tweet,nwscorpus,589561485,78,13315,True,2012-05-24T22:38:07.000Z,"Corpus Christi, Texas",photo,"['http://pbs.twimg.com/media/DH-WGukXoAIDpbP.jpg', 'http://pbs.twimg.com/media/DH-WGuqWAAAgcJ4.jpg']",,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,Tropical Storm #Harvey continues on its slow northwest track towards the Texas coast.  Here is the latest 1 AM upda… https://t.co/bWI9i65IM0,NWS Corpus Christi
204,900604830774960130,http://twitter.com/NWSHouston/statuses/900604830774960130,2017-08-24 06:24:58+00:00,original_tweet,nwshouston,600958397,349,25269,True,2012-06-06T13:13:19.000Z,"Houston, Texas",photo,"['http://pbs.twimg.com/media/DH-XUXgXcAA1OJu.jpg', 'http://pbs.twimg.com/media/DH-XUWzXgAAfuA8.jpg']",,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,2,"Tropical Storm #Harvey has formed in the Gulf of Mexico. Hurricane, Trop Storm &amp; Storm Surge Watches are in effect… https://t.co/GIKmHgPMCy",NWS Houston
205,900615935303831554,http://twitter.com/NWSSPC/statuses/900615935303831554,2017-08-24 07:09:06+00:00,original_tweet,nwsspc,586909317,150,136831,True,2012-05-21T19:57:25.000Z,"Norman, OK, USA",photo,['http://pbs.twimg.com/media/DH-ha1RW0AAd2oq.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1,2:08am CDT #SPC Day3 Outlook Marginal Risk: saturday afternoon and evening near... https://t.co/6oEffQCHSt https://t.co/aGpyAH3IWV,NWS SPC
206,900621930591641600,http://twitter.com/TxStormChasers/statuses/900621930591641600,2017-08-24 07:32:55+00:00,original_tweet,txstormchasers,27557391,101266,210825,True,2009-03-30T01:49:47.000Z,"Cedar Hill, TX",photo,"['http://pbs.twimg.com/media/DH-mqL7U0AAWWZm.jpg', 'http://pbs.twimg.com/media/DH-mqrQUQAAJtqi.jpg']",,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,2,1 AM CT Tropical Models bringing Harvey into the South Texas/Coastal Bend Friday Night as a strengthening hurricane… https://t.co/Qq80SEAHM8,Texas Storm Chasers
207,900625429316476928,http://twitter.com/ReadyCC/statuses/900625429316476928,2017-08-24 07:46:49+00:00,original_tweet,readycc,75093561,201,1422,False,2009-09-17T19:30:58.000Z,"Corpus Christi, Texas",photo,['http://pbs.twimg.com/media/DH-qDTGUQAAT2sQ.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,Tropical Storm #Harvey continues on its slow northwest track towards the Texas coast.  Here is the latest 1 AM upda… https://t.co/6dJyl6KBKk,Corpus Christi OEM
208,900638111629287424,http://twitter.com/NWSHouston/statuses/900638111629287424,2017-08-24 08:37:13+00:00,original_tweet,nwshouston,600958397,349,25302,True,2012-06-06T13:13:19.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DH-1lnKW0AElgkI.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,2,Latest satellite imagery for Tropical Storm #Harvey show deeper convection near the center and banding along the ex… https://t.co/vVMmvi6odT,NWS Houston
209,900645127911342086,http://twitter.com/breakingweather/statuses/900645127911342086,2017-08-24 09:05:06+00:00,original_tweet,breakingweather,19071682,2013,847066,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,"['http://pbs.twimg.com/media/DH-7-ApXcAA90xz.jpg', 'http://pbs.twimg.com/media/DH-79_DXsAAuIO8.jpg']",,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,1,A hurricane warning has been issued for areas along much of Texas's Gulf Coast as #Harvey continues to strengthen:… https://t.co/CrLxC17WVm,AccuWeather
210,900647125247184896,http://twitter.com/weatherchannel/statuses/900647125247184896,2017-08-24 09:13:02+00:00,original_tweet,weatherchannel,20998647,6332,2926124,True,2009-02-16T16:21:12.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DH-9yTcU0AEXKpP.jpg'],,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1,Storm surge warning issued for part of TX coast. NHC says 5-7 foot surge is worst-case scenario in warned area late… https://t.co/MzXNaqJqgP,The Weather Channel
211,900648174997712898,http://twitter.com/TxStormChasers/statuses/900648174997712898,2017-08-24 09:17:12+00:00,original_tweet,txstormchasers,27557391,101265,210831,True,2009-03-30T01:49:47.000Z,"Cedar Hill, TX",photo,['http://pbs.twimg.com/media/DH--va5WsAEHS4f.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2,8/24 415AM: Hurricane &amp; Storm Surge Warnings Issued for Texas Coast as Harvey Intensifies https://t.co/7v42DOhpBt… https://t.co/3Fv4DCoeRi,Texas Storm Chasers
212,900648656734494720,http://twitter.com/NHC_Atlantic/statuses/900648656734494720,2017-08-24 09:19:07+00:00,original_tweet,nhc_atlantic,299798272,0,266660,True,2011-05-16T17:59:24.000Z,"Miami, FL",photo,['http://pbs.twimg.com/media/DH-_F03XsAEoX8I.jpg'],,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,4,Key Messages for Tropical Storm #Harvey Advisory 15:  A Hurricane Warning has been issued from Port Mansfield to Ma… https://t.co/tqzpCPP0Ln,NHC Atlantic Ops
213,900649136478838784,http://twitter.com/WeatherNation/statuses/900649136478838784,2017-08-24 09:21:02+00:00,original_tweet,weathernation,25531732,3850,129104,True,2009-03-20T16:42:05.000Z,,photo,['http://pbs.twimg.com/media/DH-94rIUQAAXCYe.jpg'],"Texas, USA",yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2,#Harvey expected to strengthen to a hurricane in the Gulf of Mexico over next 48 hours. Hurricane Warnings now in p… https://t.co/CN8YWAfCYb,WeatherNation
214,900650083414413312,http://twitter.com/KHOUweather/statuses/900650083414413312,2017-08-24 09:24:47+00:00,original_tweet,khouweather,18736115,339,13770,True,2009-01-07T20:14:32.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DH_AeihWsAI4W_4.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2,Hurricane Warning for Matagorda County as of the 4 a.m. update on Tropical Storm Harvey. We're live on #KHOU11 News… https://t.co/0DU88DJN7J,KHOU Weather
215,900651238630588416,http://twitter.com/NWSHouston/statuses/900651238630588416,2017-08-24 09:29:23+00:00,original_tweet,nwshouston,600958397,349,25330,True,2012-06-06T13:13:19.000Z,"Houston, Texas",photo,"['http://pbs.twimg.com/media/DH_Bhq_UIAEU3rL.jpg', 'http://pbs.twimg.com/media/DH_Bhq4UIAErYqu.jpg']",,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2,"As of 4 AM CDT, both Hurricane and Tropical Storm Warnings are in effect for Tropical Storm #Harvey along most of t… https://t.co/FsS5anbFSM",NWS Houston
216,900651678386589696,http://twitter.com/NWSWPC/statuses/900651678386589696,2017-08-24 09:31:08+00:00,original_tweet,nwswpc,1446255144,192,39081,True,2013-05-21T12:59:14.000Z,"College Park, MD",photo,['http://pbs.twimg.com/media/DH_AszqXkAArLZQ.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1,#TropicalstormHarvey is expected to bring torrential rains that have the potential to create a life threatening flo… https://t.co/y1BkffEhqm,NWS WPC
217,900653993961152512,http://twitter.com/NWSCorpus/statuses/900653993961152512,2017-08-24 09:40:20+00:00,original_tweet,nwscorpus,589561485,78,13336,True,2012-05-24T22:38:07.000Z,"Corpus Christi, Texas",photo,"['http://pbs.twimg.com/media/DH_DYCPVYAEtgeO.jpg', 'http://pbs.twimg.com/media/DH_DazqV0AAvHEu.jpg']",,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,2,Here's the latest update for TS #Harvey. Hurricane Warnings issued for Mid TX coast &amp; Flash Flood Watch for most of… https://t.co/reJToukMU2,NWS Corpus Christi
218,900659525191176192,http://twitter.com/KHOUweather/statuses/900659525191176192,2017-08-24 10:02:18+00:00,original_tweet,khouweather,18736115,339,13770,True,2009-01-07T20:14:32.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DH_JEG6XYAEmM53.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1,"Here's a look at the rainfall forecast for our area this weekend- @chitakhou says some isolated areas could get 20""… https://t.co/PKzlchPagi",KHOU Weather
219,900660853325910017,http://twitter.com/cityofcc/statuses/900660853325910017,2017-08-24 10:07:35+00:00,original_tweet,cityofcc,32135940,193,9595,True,2009-04-16T20:15:21.000Z,"Corpus Christi, TX",photo,['http://pbs.twimg.com/media/DH_KRZmUIAAus_y.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2,"As of 4 am, the NWS has issued a Hurricane Warning and Storm Surge Warning for the area. Here is the latest forecas… https://t.co/ofmx1gnfw9",CityOfCorpusChristi
220,900661438674591744,http://twitter.com/NHartfordWX/statuses/900661438674591744,2017-08-24 10:09:55+00:00,original_tweet,nhartfordwx,2717234881,864,1724,False,2014-08-08T14:24:53.000Z,"Austin, TX",photo,['http://pbs.twimg.com/media/DH_KydnVwAAxYpr.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,2,Most recent track for TS Harvey.  Movement has slowed.  Landfall expected near Corpus Christi as a Cat 1 hurricane… https://t.co/Y5DIcKRPQW,Nicole Hartford ⚡️
221,900665352199294977,http://twitter.com/BrianaWhitney/statuses/900665352199294977,2017-08-24 10:25:28+00:00,original_tweet,brianawhitney,71373008,339,2228,False,2009-09-03T22:07:11.000Z,"Corpus Christi, Texas",photo,['http://pbs.twimg.com/media/DH_OXBNUIAASvBn.jpg'],,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1,#Harvey is officially a tropical storm..could be cat 1 hurricane when it makes landfall here late Fri/early Sat. Ma… https://t.co/adhWPKSivh,Briana Whitney
222,900666100031127552,http://twitter.com/EricBlake12/statuses/900666100031127552,2017-08-24 10:28:26+00:00,original_tweet,ericblake12,912858588,3421,13651,True,2012-10-29T17:20:09.000Z,"Miramar, FL",animated_gif,['https://video.twimg.com/tweet_video/DH_PAzdXoAQXAra.mp4'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,1,These are the days that we train for all year @ @NHC_Atlantic - please take #Harvey seriously &amp; put your #hurricane… https://t.co/kdrgGZbUEf,Eric Blake 🌀
223,900670867562254337,http://twitter.com/WeatherNation/statuses/900670867562254337,2017-08-24 10:47:23+00:00,original_tweet,weathernation,25531732,3850,129103,True,2009-03-20T16:42:05.000Z,,photo,['http://pbs.twimg.com/media/DH_S9VBXkAAtice.jpg'],"Texas, USA",yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1,"Latest rainfall estimates for #TropicalstormHarvey anticipate spots in the Texas Gulf Coast could see up to 25"".… https://t.co/ECpbyh3bkj",WeatherNation
224,900672346318614528,http://twitter.com/DisasterPIO/statuses/900672346318614528,2017-08-24 10:53:15+00:00,original_tweet,disasterpio,18183134,949,3028,False,2008-12-17T05:25:08.000Z,"Houston/Harris County, TX",photo,['http://pbs.twimg.com/media/DH_Ut7eV0AAR-I5.jpg'],,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1,🚨 Harvey. Now officially a tropical storm. Landfall still expected along the central Texas coast on Friday night.… https://t.co/UbAKUibG0K,Francisco Sanchez
225,900672513990176773,http://twitter.com/ReadyHarris/statuses/900672513990176773,2017-08-24 10:53:55+00:00,original_tweet,readyharris,151730349,262,19677,True,2010-06-04T03:17:33.000Z,"Harris County, Texas",photo,['http://pbs.twimg.com/media/DH_U3o7XYAQXVzS.jpg'],,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1,🚨 HARVEY now officially a tropical storm. Landfall still expected along the central Texas coast on Friday night.… https://t.co/fp7kuucCY7,Harris County OHSEM
