,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,link,created_at,tweet_type,user.screen_name,user.id,user.friends,user.followers,user.verified,user.account_created_at,user.location,media.media_type,media.media_urls,geolocation,hrisk_img,relevant,forecast,text,user.name,id.trunc
126,126,127,127.0,899998028316241930,http://twitter.com/NWSCorpus/statuses/899998028316241930,2017-08-22 14:13:45+00:00,original_tweet,nwscorpus,589561485,78,12976,True,2012-05-24T22:38:07.000Z,"Corpus Christi, Texas",photo,['http://pbs.twimg.com/media/DH1vVmiXkAAFDsi.jpg'],,yes,no,no,"With the tropics becoming more and more active, now is a good time to make sure you and your family are prepared.… https://t.co/XZicngu6oi",NWS Corpus Christi,
127,127,128,128.0,899999705773559808,http://twitter.com/KHOUweather/statuses/899999705773559808,2017-08-22 14:20:25+00:00,original_tweet,khouweather,18736115,339,13560,True,2009-01-07T20:14:32.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DH1w9jpUQAI23fE.jpg'],,yes,yes,yes,Remnants of Harvey expected by computer models to restrengthen once it enters the Gulf; @BrooksKHOU has more here-&gt;… https://t.co/yDVHVPgDdx,KHOU Weather,
128,128,129,129.0,900002144476164097,http://twitter.com/NWSFortWorth/statuses/900002144476164097,2017-08-22 14:30:07+00:00,original_tweet,nwsfortworth,589123768,176,83596,True,2012-05-24T13:29:17.000Z,"Fort Worth, Texas",photo,['http://pbs.twimg.com/media/DH1yYwTUIAEaMoL.jpg'],,yes,yes,yes,Lots of uncertainty still but we are monitoring a potential tropical system in the western Gulf Of Mexico late this… https://t.co/3j6JzPMzI5,NWS Fort Worth,
129,129,130,130.0,900008482241380352,http://twitter.com/KPRC2/statuses/900008482241380352,2017-08-22 14:55:18+00:00,original_tweet,kprc2,27583598,1535,542570,True,2009-03-30T04:25:49.000Z,"Houston, TX",animated_gif,['https://video.twimg.com/tweet_video/DH146mdXsAIOttd.mp4'],,yes,yes,no,🔵 #LIVE ON FACEBOOK: @JustinKPRC talks tropics and what could happen with Harvey remnants headed toward Gulf &gt;… https://t.co/ZMgjFXTFRy,KPRC 2 Houston,
130,130,131,131.0,900023221583396865,http://twitter.com/weatherchannel/statuses/900023221583396865,2017-08-22 15:53:52+00:00,original_tweet,weatherchannel,20998647,6333,2923668,True,2009-02-16T16:21:12.000Z,"Atlanta, GA",photo,"['http://pbs.twimg.com/media/DH2GWOMUIAA7oTH.jpg', 'http://pbs.twimg.com/media/DH2GWXDUMAAfUhd.jpg']",,yes,yes,yes,"#Harvey is likely to reform, and poses a major #flood threat for the Texas/Louisiana Gulf Coast.… https://t.co/nPvUwb6wuR",The Weather Channel,
131,131,132,132.0,900024805029588992,http://twitter.com/wunderground/statuses/900024805029588992,2017-08-22 16:00:09+00:00,original_tweet,wunderground,15740491,479,391265,True,2008-08-05T19:28:25.000Z,"San Francisco, CA",photo,['http://pbs.twimg.com/media/DH2HyidVwAEpepe.jpg'],,yes,yes,yes,We aren't done yet with former TS Harvey: it's likely to redevelop in W Gulf and threaten Texas late this week.… https://t.co/PffGtmhVDt,Weather Underground,
132,132,133,133.0,900028177271189504,http://twitter.com/NWSHouston/statuses/900028177271189504,2017-08-22 16:13:33+00:00,original_tweet,nwshouston,600958397,349,24392,True,2012-06-06T13:13:19.000Z,"Houston, Texas",photo,"['http://pbs.twimg.com/media/DH2Kn4DVwAAFQJT.jpg', 'http://pbs.twimg.com/media/DH2KorrVYAAAili.jpg']",,yes,yes,yes,A tropical system is forecast to develop in the Gulf. Review your hurricane plan and keep up with the latest foreca… https://t.co/Pq7l3qznD1,NWS Houston,
133,133,135,135.0,900043720648773632,http://twitter.com/breakingweather/statuses/900043720648773632,2017-08-22 17:15:19+00:00,original_tweet,breakingweather,19071682,2013,846386,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DH2Y_kzVYAMjGMi.jpg'],,yes,no,no,"Tropical Storm Hato will make landfall northeast of Hong Kong, increasing the risks of flooding and power outages:… https://t.co/tQrmfWEJSk",AccuWeather,
134,134,136,136.0,900044963106488321,http://twitter.com/KHOUweather/statuses/900044963106488321,2017-08-22 17:20:15+00:00,original_tweet,khouweather,18736115,339,13566,True,2009-01-07T20:14:32.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DH2aH3EWAAAxaOn.jpg'],,yes,yes,yes,We're tracking a possible tropical development in the Gulf of Mexico- could move inland on TX coast Friday… https://t.co/XM76n7DPau,KHOU Weather,
135,135,137,137.0,900054420590923777,http://twitter.com/TxStormChasers/statuses/900054420590923777,2017-08-22 17:57:50+00:00,original_tweet,txstormchasers,27557391,101278,210564,True,2009-03-30T01:49:47.000Z,"Cedar Hill, TX",photo,['http://pbs.twimg.com/media/DH2ioKIUIAAZ4Kg.jpg'],,yes,yes,yes,2PM from @NHC_Atlantic indicates potential of storm surge and tropical storm to hurricane force winds on the Texas… https://t.co/BA5o08nCGX,Texas Storm Chasers,
136,136,138,138.0,900054906056441856,http://twitter.com/NHC_Atlantic/statuses/900054906056441856,2017-08-22 17:59:46+00:00,original_tweet,nhc_atlantic,299798272,0,265920,True,2011-05-16T17:59:24.000Z,"Miami, FL",photo,['http://pbs.twimg.com/media/DH2jDQEXcAED8v4.jpg'],,yes,yes,yes,"Key Messages on the remnants of #Harvey, which could bring multiple hazards to portions of the Texas coast as soon… https://t.co/Ose3qDLo3D",NHC Atlantic Ops,
137,137,139,139.0,900055373595508737,http://twitter.com/NHC_Surge/statuses/900055373595508737,2017-08-22 18:01:37+00:00,original_tweet,nhc_surge,594911608,71,36117,True,2012-05-30T21:05:49.000Z,"Miami, FL",photo,['http://pbs.twimg.com/media/DH2jNiWXYAAXLoO.jpg'],,yes,yes,yes,Interests along the TX coast should closely monitor #Harvey's remnants. Could pose a storm #surge threat if redevel… https://t.co/8i3bkG8qSI,NHC_Surge,
138,138,140,140.0,900055530026172417,http://twitter.com/NWSNHC/statuses/900055530026172417,2017-08-22 18:02:15+00:00,original_tweet,nwsnhc,3308352436,61,61763,True,2015-06-04T15:24:03.000Z,"Miami, FL",photo,['http://pbs.twimg.com/media/DH2jnxsXYAA5oi6.jpg'],,yes,yes,yes,"Key Messages on the remnants of #Harvey, which could bring multiple hazards to portions of the Texas coast as soon… https://t.co/8YEM7vnSR3",Natl Hurricane Ctr,
139,139,141,141.0,900060249880752128,http://twitter.com/NWSCorpus/statuses/900060249880752128,2017-08-22 18:21:00+00:00,original_tweet,nwscorpus,589561485,78,13003,True,2012-05-24T22:38:07.000Z,"Corpus Christi, Texas",photo,['http://pbs.twimg.com/media/DH2n25KXoAALALB.jpg'],,yes,no,no,"If you haven't checked out our 2017 Hurricane Guide, now may be a good time to. Available in English/Spanish:… https://t.co/KHThlQNXbr",NWS Corpus Christi,
140,140,142,142.0,900060734498930691,http://twitter.com/TWCBryan/statuses/900060734498930691,2017-08-22 18:22:56+00:00,original_tweet,twcbryan,349785521,41,7417,False,2011-08-06T17:57:17.000Z,"Miami, FL",photo,['http://pbs.twimg.com/media/DH2ocPuXoAADVnS.jpg'],,yes,yes,yes,The models insist Ex-Harvey will redevelop and threaten coastal Texas and the Hill Country. Maybe  LA as well. More… https://t.co/nxCt0Id2YW,Bryan Norcross,
141,141,143,143.0,900069988588978177,http://twitter.com/BillBishopKHOU/statuses/900069988588978177,2017-08-22 18:59:42+00:00,original_tweet,billbishopkhou,19720364,1770,8005,True,2009-01-29T17:02:41.000Z,,photo,['http://pbs.twimg.com/media/DH2w3ChWAAMzK8o.jpg'],,yes,yes,yes,What used to be Harvey...is expected to re-form over the SW Gulf of Mexico &amp; move in the general direction of the T… https://t.co/gYiJ4sw8C5,The Bishop,
142,142,144,144.0,900074042727817216,http://twitter.com/HoustonOEM/statuses/900074042727817216,2017-08-22 19:15:49+00:00,original_tweet,houstonoem,138189751,443,19531,True,2010-04-28T21:48:46.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DH20W8DUQAADtNR.jpg'],,yes,yes,yes,OEM is monitoring the potential for tropical weather later this week. Residents should start preparing:… https://t.co/RF6LOLrAmF,Houston OEM,
143,143,145,145.0,900077004392996864,http://twitter.com/ReadyHarris/statuses/900077004392996864,2017-08-22 19:27:35+00:00,original_tweet,readyharris,151730349,262,19336,True,2010-06-04T03:17:33.000Z,"Harris County, Texas",photo,['http://pbs.twimg.com/media/DH23LqOUwAACOof.jpg'],,yes,yes,yes,"TS #Harvey will likely reorganize &amp; strengthen. Please monitor the forecast, review severe weather plans:… https://t.co/oXU9UUk42j",Harris County OHSEM,
144,144,146,146.0,900077346300063745,http://twitter.com/NWSWGRFC/statuses/900077346300063745,2017-08-22 19:28:56+00:00,original_tweet,nwswgrfc,595563520,70,1992,True,2012-05-31T15:09:44.000Z,"Fort Worth, Texas",photo,['http://pbs.twimg.com/media/DH23fb3XUAAs8sY.jpg'],,yes,yes,yes,Inland flooding is a major impact from Tropical Systems. Please look over your family's Hurricane Plan.   #txflood… https://t.co/qer1WgQ7oN,NWSWGRFC,
145,145,147,147.0,900081433858932737,http://twitter.com/NWSSanAntonio/statuses/900081433858932737,2017-08-22 19:45:11+00:00,original_tweet,nwssanantonio,594749537,185,22845,True,2012-05-30T17:13:01.000Z,"New Braunfels, Texas",photo,['http://pbs.twimg.com/media/DH27SYJXgAQCUx6.jpg'],,yes,yes,yes,"Tuesday afternoon update on remnants of #Harvey. Still some uncertainty, but forecast coming more into view w/ poss… https://t.co/sV7FxhSMld",NWS San Antonio,
146,146,148,148.0,900083419270533120,http://twitter.com/KPRC2/statuses/900083419270533120,2017-08-22 19:53:04+00:00,original_tweet,kprc2,27583598,1535,542632,True,2009-03-30T04:25:49.000Z,"Houston, TX",animated_gif,['https://video.twimg.com/tweet_video/DH29EaKXkAA1jSo.mp4'],,yes,yes,no,🔵 #LIVE ON FACEBOOK: @JustinKPRC talking about tropics as Harvey remnants move closer to Gulf &gt;… https://t.co/eme9m9TLwB,KPRC 2 Houston,
147,147,149,149.0,900085465277222912,http://twitter.com/NWSHouston/statuses/900085465277222912,2017-08-22 20:01:12+00:00,original_tweet,nwshouston,600958397,349,24460,True,2012-06-06T13:13:19.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DH2-9GAXYAEhOI0.jpg'],,yes,yes,yes,Here's the latest on the developing tropical cyclone. Now is the time to review your preparedness plans! #houwx… https://t.co/EloeJrTTpj,NWS Houston,
148,148,150,150.0,900086332747386881,http://twitter.com/DisasterPIO/statuses/900086332747386881,2017-08-22 20:04:39+00:00,original_tweet,disasterpio,18183134,947,3004,False,2008-12-17T05:25:08.000Z,"Houston/Harris County, TX",photo,['http://pbs.twimg.com/media/DH2_m7tU0AASVTR.jpg'],"Houston, TX",yes,yes,yes,"WHAT WE KNOW NOW: Chance #Harvey becomes a hurricane headed to Texas coast on Thursday.  Where it goes, nobody know… https://t.co/v6ZzL0t5dM",Francisco Sanchez,
149,149,151,151.0,900086423881224194,http://twitter.com/NWSSanAntonio/statuses/900086423881224194,2017-08-22 20:05:00+00:00,original_tweet,nwssanantonio,594749537,185,22848,True,2012-05-30T17:13:01.000Z,"New Braunfels, Texas",photo,['http://pbs.twimg.com/media/DH27pPoWsAArUwI.jpg'],,yes,yes,yes,An initial look at forecast rainfall totals due to the remnants of #Harvey for Fri-Sun. Track will determine locati… https://t.co/IQQuIVQHkJ,NWS San Antonio,
150,150,152,152.0,900086477320802304,http://twitter.com/ReadyCC/statuses/900086477320802304,2017-08-22 20:05:13+00:00,original_tweet,readycc,75093561,201,1364,False,2009-09-17T19:30:58.000Z,"Corpus Christi, Texas",photo,"['http://pbs.twimg.com/media/DH28n-8U0AAQNa8.jpg', 'http://pbs.twimg.com/media/DH28n--U0AA3JM2.jpg']","Corpus Christi, TX",yes,yes,yes,"Residents along the #TexasCoast should monitor the progress of this system, &amp; should ensure your hurricane prepared… https://t.co/O9DpqXALc0",Corpus Christi OEM,
151,151,153,153.0,900086919702474753,http://twitter.com/GregPostel/statuses/900086919702474753,2017-08-22 20:06:59+00:00,original_tweet,gregpostel,872355266,682,41609,True,2012-10-10T19:14:44.000Z,"Atlanta, GA",animated_gif,['https://video.twimg.com/tweet_video/DH2_eydVYAAdRIB.mp4'],"Georgia, USA",yes,yes,no,"""Center"" of    soon-to-be #Harvey once again    right on the northwest coast of the Yucatan, about ready to emerge… https://t.co/NzsDKXxRZG",Greg Postel,
152,152,154,154.0,900091144633241600,http://twitter.com/NWSSanAntonio/statuses/900091144633241600,2017-08-22 20:23:46+00:00,original_tweet,nwssanantonio,594749537,185,22850,True,2012-05-30T17:13:01.000Z,"New Braunfels, Texas",photo,['http://pbs.twimg.com/media/DH3DNmkVwAAHvpx.jpg'],,yes,yes,yes,CNH observa de cerca los remanentes de #Harvey. Éste sistema pudiera traer lluvia significativa sobre el area.… https://t.co/GY8NDXyGom,NWS San Antonio,
153,153,155,155.0,900091593260224516,http://twitter.com/NWSSanAntonio/statuses/900091593260224516,2017-08-22 20:25:33+00:00,original_tweet,nwssanantonio,594749537,185,22850,True,2012-05-30T17:13:01.000Z,"New Braunfels, Texas",photo,['http://pbs.twimg.com/media/DH3EKIuVwAEKavq.jpg'],,yes,yes,yes,Estos son los posibles acumulados de lluvia que pudieran afectar el área local de viernes a domingo. #Harvey… https://t.co/TG8pcDheLd,NWS San Antonio,
154,154,156,156.0,900097545522880512,http://twitter.com/NWSWPC/statuses/900097545522880512,2017-08-22 20:49:12+00:00,original_tweet,nwswpc,1446255144,192,39092,True,2013-05-21T12:59:14.000Z,"College Park, MD",photo,['http://pbs.twimg.com/media/DH3J4sIWAAE5c_c.jpg'],,yes,yes,yes,Plenty of #rain is forecast for western Gulf states as #Harvey could re-intensify.  The Carolina coast could be bru… https://t.co/B0bdVQie4M,NWS WPC,
155,155,157,157.0,900098846306557954,http://twitter.com/NWS/statuses/900098846306557954,2017-08-22 20:54:22+00:00,original_tweet,nws,454313925,285,2337533,True,2012-01-03T21:24:25.000Z,United States,photo,['http://pbs.twimg.com/media/DH3KYWWXUAUgzkx.jpg'],,yes,yes,yes,"Remnants of Tropical Storm Harvey are expected to reorganize, bringing the potential for very heavy rains. Updates:… https://t.co/ll1PtrjL7z",NWS,
156,156,158,158.0,900103047447060480,http://twitter.com/weatherchannel/statuses/900103047447060480,2017-08-22 21:11:04+00:00,original_tweet,weatherchannel,20998647,6333,2923967,True,2009-02-16T16:21:12.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DH3O8z8UwAAbozT.jpg'],,yes,yes,no,"In addition to the likely reformation of #Harvey, we're also watching an area off the SE Coast closely:… https://t.co/1a1mtUsDez",The Weather Channel,
157,157,159,159.0,900113446481653761,http://twitter.com/breakingweather/statuses/900113446481653761,2017-08-22 21:52:23+00:00,original_tweet,breakingweather,19071682,2013,846473,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DH3YaIZUIAEMlN-.jpg'],,yes,yes,yes,Moisture from Harvey could lead to major flooding along the Gulf Coast of Texas later this week &amp; into the weekend.… https://t.co/zO2RXU2Fy5,AccuWeather,
158,158,160,160.0,900119270662836225,http://twitter.com/DisasterPIO/statuses/900119270662836225,2017-08-22 22:15:32+00:00,original_tweet,disasterpio,18183134,947,3006,False,2008-12-17T05:25:08.000Z,"Houston/Harris County, TX",photo,['http://pbs.twimg.com/media/DH3dp7NVYAIMml9.jpg'],"Houston, TX",yes,yes,yes,".@TDEM upgrading readiness level for #Harvey.  @ReadyHarris is actively monitoring, working with emergency manageme… https://t.co/ulRnGdFKFq",Francisco Sanchez,
159,159,161,161.0,900122242721472512,http://twitter.com/NWSHouston/statuses/900122242721472512,2017-08-22 22:27:20+00:00,original_tweet,nwshouston,600958397,349,24487,True,2012-06-06T13:13:19.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DH3gaCvUwAAVPyO.jpg'],,yes,no,no,Hurricane preparations: review your plan and be sure to talk to with your neighbors and friends about their plans.… https://t.co/RG28QHiVLx,NWS Houston,
160,160,162,162.0,900130772455129088,http://twitter.com/mikebettes/statuses/900130772455129088,2017-08-22 23:01:14+00:00,original_tweet,mikebettes,32567081,567,344835,True,2009-04-17T20:32:33.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DH3oKkPW0AAmMrm.jpg'],,yes,yes,yes,Questions about future #Harvey and what impacts could be felt in #Texas? Tweets us using #WUTV. @DrRickKnabb has an… https://t.co/jvPPZev2Dt,Mike Bettes,
161,161,163,163.0,900134263793864704,http://twitter.com/NWSHouston/statuses/900134263793864704,2017-08-22 23:15:06+00:00,original_tweet,nwshouston,600958397,349,24496,True,2012-06-06T13:13:19.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DH3rVunXkAAJ65s.jpg'],,yes,yes,yes,"Getting low on medicine, gas, and water? Some things to plan for if Uncle Harvey comes to visit this weekend.… https://t.co/7hiIZNxH47",NWS Houston,
162,162,164,164.0,900148142313754624,http://twitter.com/JeffLindner1/statuses/900148142313754624,2017-08-23 00:10:15+00:00,original_tweet,jefflindner1,1137886028,190,2395,False,2013-01-31T20:47:43.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DH339UjVYAAJcEx.jpg'],"Houston, TX",yes,yes,yes,700pm CDT update from NHC. Threat to the TX coast increasing. Have plans ready and pay attention to forecasts… https://t.co/52BmDuJPXy,Jeff Lindner,
163,163,165,165.0,900148711178862592,http://twitter.com/BillBishopKHOU/statuses/900148711178862592,2017-08-23 00:12:31+00:00,original_tweet,billbishopkhou,19720364,1770,8005,True,2009-01-29T17:02:41.000Z,,photo,['http://pbs.twimg.com/media/DH34YCWXoAE11Vf.jpg'],,yes,yes,yes,"NEW INFO on the Red ""X"" .  May reach NW gulf coast on Fri.  Increasing threat of prolonged heavy rainfall in TX.  S… https://t.co/CvbSIcoXbg",The Bishop,
164,164,166,166.0,900149429621194753,http://twitter.com/BillBishopKHOU/statuses/900149429621194753,2017-08-23 00:15:22+00:00,original_tweet,billbishopkhou,19720364,1770,8005,True,2009-01-29T17:02:41.000Z,,photo,['http://pbs.twimg.com/media/DH35HnTVYAA5cqv.jpg'],,yes,yes,yes,"Here are the details on the area of low pressure in the Gulf of Mexico that may become ""Harvey.""  Texas should be p… https://t.co/dZd3egmsQ2",The Bishop,
165,165,167,167.0,900154194023374848,http://twitter.com/JeffLindner1/statuses/900154194023374848,2017-08-23 00:34:18+00:00,original_tweet,jefflindner1,1137886028,190,2397,False,2013-01-31T20:47:43.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DH39ZVLVwAAePCH.jpg'],,yes,yes,yes,First time for everything. Never seen that much rainfall forecasted on the GFS before for IAH. May or may not be ri… https://t.co/4VNhSEXwi3,Jeff Lindner,
166,166,168,168.0,900165971721281536,http://twitter.com/StuOstro/statuses/900165971721281536,2017-08-23 01:21:06+00:00,original_tweet,stuostro,148435933,1173,166659,True,2010-05-26T17:57:38.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DH4HGceU0AAVUgO.jpg'],,yes,yes,yes,Excessive rainfall &amp; #flood threat upcoming in #txwx &amp; possibly elsewhere from lots of tropical moisture w/#Harvey… https://t.co/9dcWDINAD1,Stu Ostro,
167,167,169,169.0,900168301539721216,http://twitter.com/NWSBrownsville/statuses/900168301539721216,2017-08-23 01:30:22+00:00,original_tweet,nwsbrownsville,590190799,1179,8050,True,2012-05-25T17:57:42.000Z,"Brownsville, Texas",photo,['http://pbs.twimg.com/media/DH4KRtVW0AAz30l.jpg'],,yes,yes,yes,Here is the latest on the remnants of Harvey as it enters into the southern Gulf of Mexico off the Yucatan Peninsul… https://t.co/rykIZdOfZD,NWS Brownsville,
168,168,170,170.0,900171170695176192,http://twitter.com/weatherchannel/statuses/900171170695176192,2017-08-23 01:41:46+00:00,original_tweet,weatherchannel,20998647,6333,2924182,True,2009-02-16T16:21:12.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DH4M6IUV0AA96vk.jpg'],,yes,yes,yes,The remnants of #Harvey have moved back over water. A tropical depression or storm is likely to form by Wed or Thu:… https://t.co/albydBHpEf,The Weather Channel,
169,169,171,171.0,900180989330280449,http://twitter.com/breakingweather/statuses/900180989330280449,2017-08-23 02:20:47+00:00,original_tweet,breakingweather,19071682,2013,846549,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DH4V1m8XoAIhgpw.jpg'],,yes,no,no,Typhoon #Hato has strengthened to the equivalent of a Category 2 hurricane as it nears landfall in China:… https://t.co/Qmv4VoWhM3,AccuWeather,
170,170,173,173.0,900195192891953153,http://twitter.com/JeffLindner1/statuses/900195192891953153,2017-08-23 03:17:13+00:00,original_tweet,jefflindner1,1137886028,190,2408,False,2013-01-31T20:47:43.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DH4iv5vUMAAd5_G.jpg'],,yes,yes,yes,Tides will be rising on the upper TX coast Th-Fri. Seeing some actual surge nearing 2ft with total levels up to 3ft… https://t.co/pSXURXX3RB,Jeff Lindner,
171,171,174,174.0,900232062111805440,http://twitter.com/NHC_Atlantic/statuses/900232062111805440,2017-08-23 05:43:43+00:00,original_tweet,nhc_atlantic,299798272,0,265992,True,2011-05-16T17:59:24.000Z,"Miami, FL",photo,['http://pbs.twimg.com/media/DH5D41zXYAEpFq9.jpg'],,yes,yes,yes,"Key Messages on the remnants of #Harvey, which could bring multiple hazards to portions of the Texas coast beginnin… https://t.co/ZPYy0TlXC7",NHC Atlantic Ops,
172,172,175,175.0,900277179174531072,http://twitter.com/breakingweather/statuses/900277179174531072,2017-08-23 08:43:00+00:00,original_tweet,breakingweather,19071682,2013,846662,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DH5tUo6V0AAKSsO.jpg'],,yes,no,no,"Following #Hato, a new tropical threat may brew over the western Pacific Ocean later this week:… https://t.co/sGx68R7Lbm",AccuWeather,
173,173,176,176.0,900281818364227584,http://twitter.com/EricBlake12/statuses/900281818364227584,2017-08-23 09:01:26+00:00,original_tweet,ericblake12,912858588,3421,13614,True,2012-10-29T17:20:09.000Z,"Miramar, FL",animated_gif,['https://video.twimg.com/tweet_video/DH5xhR7V0AAOQZu.mp4'],,yes,yes,yes,Should be a heckuva shift today with recon into #Harvey at 8 am &amp; all models pointed at the US- be aware #Texas… https://t.co/MNmJYqq2qf,Eric Blake 🌀,
174,174,177,177.0,900285853276278784,http://twitter.com/KHOUweather/statuses/900285853276278784,2017-08-23 09:17:28+00:00,original_tweet,khouweather,18736115,339,13599,True,2009-01-07T20:14:32.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DH51NiLUwAA5HnU.jpg'],,yes,yes,yes,".@NHC_Atlantic: Key Messages on the remnants of #Harvey, which could bring multiple hazards to portions of the Texa… https://t.co/UcvLBedj6K",KHOU Weather,
175,175,178,178.0,900291613204905984,http://twitter.com/JimCantore/statuses/900291613204905984,2017-08-23 09:40:21+00:00,original_tweet,jimcantore,21388284,2142,917267,True,2009-02-20T10:43:41.000Z,Location: Up to mother nature,photo,"['http://pbs.twimg.com/media/DH557w3UQAAhLXB.jpg', 'http://pbs.twimg.com/media/DH56DU7VoAA_aas.jpg']",,yes,yes,yes,(2/2) MAJOR FLOOD THREAT leads the hazards given pending light steering flow. Clearly main  threat at this time. Co… https://t.co/tXC6AzKZQQ,Jim Cantore,
176,176,179,179.0,900295467745017856,http://twitter.com/breakingweather/statuses/900295467745017856,2017-08-23 09:55:40+00:00,original_tweet,breakingweather,19071682,2013,846698,True,2009-01-16T15:43:35.000Z,"State College, PA",animated_gif,['https://video.twimg.com/tweet_video/DH599CgXkAArvWf.mp4'],,yes,yes,yes,#Harvey is expected to gain strength over the Gulf of Mexico prior to lashing Texas with heavy rain late this week:… https://t.co/LJC1dU0ApY,AccuWeather,
177,177,180,180.0,900305716405252096,http://twitter.com/NWSSanAntonio/statuses/900305716405252096,2017-08-23 10:36:24+00:00,original_tweet,nwssanantonio,594749537,185,22867,True,2012-05-30T17:13:01.000Z,"New Braunfels, Texas",photo,"['http://pbs.twimg.com/media/DH6GDWLXUAQX-06.jpg', 'http://pbs.twimg.com/media/DH6GFejXgAAVQpG.jpg']",,yes,yes,yes,Little has changed with the forecasted redevelopment of Harvey which is expected soon. Heavy Rain threat remains de… https://t.co/V9KGelQ16O,NWS San Antonio,
178,178,181,181.0,900306393990909952,http://twitter.com/NHC_Atlantic/statuses/900306393990909952,2017-08-23 10:39:05+00:00,original_tweet,nhc_atlantic,299798272,0,266003,True,2011-05-16T17:59:24.000Z,"Miami, FL",photo,['http://pbs.twimg.com/media/DH6HbB7XsAAQli4.jpg'],,yes,yes,no,USAF hurricane hunter aircraft enroute to investigate remnants of #Harvey to determine if it has regenerated to a t… https://t.co/Nh6Rl8TWHA,NHC Atlantic Ops,
179,179,182,182.0,900307926279225346,http://twitter.com/KHOUweather/statuses/900307926279225346,2017-08-23 10:45:11+00:00,original_tweet,khouweather,18736115,339,13599,True,2009-01-07T20:14:32.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DH6JSURUQAAGjAC.jpg'],,yes,yes,yes,"Tropical Storm or Hurricane Watches could be issued today for parts of Mexico, Texas &amp; Louisiana coast… https://t.co/nCGtxkV7AG",KHOU Weather,
180,180,183,183.0,900316697747492864,http://twitter.com/NWSNHC/statuses/900316697747492864,2017-08-23 11:20:02+00:00,original_tweet,nwsnhc,3308352436,61,62025,True,2015-06-04T15:24:03.000Z,"Miami, FL",photo,['http://pbs.twimg.com/media/DH6Q_b8WsAAWpEk.jpg'],,yes,no,no,WFO Miami has created a video commemorating the 25th anniversary of Hurricane Andrew. https://t.co/gs1aVawRVE… https://t.co/jg55AMFjrO,Natl Hurricane Ctr,
181,181,184,184.0,900318743477211137,http://twitter.com/Fox26Houston/statuses/900318743477211137,2017-08-23 11:28:10+00:00,original_tweet,fox26houston,17094323,5362,244846,True,2008-10-31T23:36:58.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DH6SfFQXUAEpKKa.jpg'],,yes,yes,yes,"WATCH LIVE: Prepare now for remnants of Harvey to roar towards Houston; Potential to bring 10-12"" of rain;… https://t.co/sIkGeUDRjq",FOX26Houston,
182,182,185,185.0,900320493412208640,http://twitter.com/breakingweather/statuses/900320493412208640,2017-08-23 11:35:07+00:00,original_tweet,breakingweather,19071682,2013,846738,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DH6UtzyUMAAxFjK.jpg'],,yes,no,no,Downpours will continue to drench Florida as a tropical system lingers near the southeastern US coast:… https://t.co/8ntVy49NGB,AccuWeather,
183,183,186,186.0,900322698332712963,http://twitter.com/Ginger_Zee/statuses/900322698332712963,2017-08-23 11:43:53+00:00,original_tweet,ginger_zee,84194879,2073,1940234,True,2009-10-22T00:02:08.000Z,New York,photo,"['http://pbs.twimg.com/media/DH6Wt7eUwAAd1af.jpg', 'http://pbs.twimg.com/media/DH6Wt7fUAAAbv7n.jpg']",,yes,yes,yes,"Texas, Louisiana &amp; Florida...please look! Parts of your states will have heavy rain w/ tropical activity early this… https://t.co/RNj3VeK9eE",Ginger Zee,
184,184,187,187.0,900323886507732992,http://twitter.com/NWSCorpus/statuses/900323886507732992,2017-08-23 11:48:36+00:00,original_tweet,nwscorpus,589561485,78,13071,True,2012-05-24T22:38:07.000Z,"Corpus Christi, Texas",photo,['http://pbs.twimg.com/media/DH6W0QeUAAEvSVH.jpg'],,yes,yes,yes,Rain chances gradually increase as we head into the weekend. Continue to check the latest forecasts as we continue… https://t.co/waziR8ZEZ0,NWS Corpus Christi,
